REVENUE,CROSS_SELL_SUCCESS,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED
7473.38,0,91.00,1.00,7.00,2.00,33.00,1.00,0.00,0.00,1.00,6.00,2.00,4.00,4.00,3.00,0.00,0.00,190.20,5.00,2.00,3.00,14.00,0.00
3045.00,0,101.00,5.00,9.00,5.00,102.25,1.00,1.00,0.00,0.00,6.00,2.00,0.00,4.00,7.00,0.00,0.00,205.20,5.00,1.00,4.00,8.00,0.00
2132.00,0,59.00,5.00,7.00,1.00,102.40,1.00,0.00,0.00,0.00,4.00,1.00,8.00,2.00,1.00,1.00,0.00,168.00,5.00,1.00,3.00,14.00,0.00
2895.00,0,115.00,4.00,6.00,2.00,156.17,1.00,1.00,0.00,1.00,6.00,2.00,8.00,1.00,1.00,0.00,0.00,174.00,5.00,0.00,3.00,12.00,0.00
3397.50,0,73.00,3.00,10.00,9.00,97.20,1.00,0.00,0.00,1.00,6.00,1.00,2.00,0.00,9.00,1.00,0.00,194.70,5.00,1.00,4.00,11.00,134.00
983.00,0,13.00,6.00,11.00,7.00,74.00,1.00,0.00,0.00,1.00,4.00,2.00,35.00,3.00,1.00,0.00,0.00,104.80,5.00,0.00,3.00,13.00,0.00
3075.00,0,99.00,3.00,7.00,2.00,71.79,1.00,0.00,0.00,0.00,5.00,0.00,13.00,0.00,1.00,0.00,0.00,184.80,5.00,1.00,3.00,12.00,0.00
1780.00,0,70.00,3.00,8.00,1.00,83.74,1.00,0.00,0.00,1.00,6.00,2.00,14.00,0.00,1.00,1.00,1.00,134.20,5.00,1.00,3.00,13.00,0.00
1850.00,0,41.00,5.00,7.00,5.00,140.67,1.00,0.00,0.00,0.00,5.00,1.00,6.00,0.00,8.00,0.00,0.00,170.90,5.00,0.00,3.00,14.00,194.00
4725.00,0,218.00,2.00,9.00,10.00,131.15,1.00,1.00,0.00,0.00,6.00,2.00,1.00,0.00,0.00,1.00,0.00,180.20,5.00,1.00,4.00,9.00,510.00
3220.00,0,52.00,1.00,6.00,10.00,41.00,1.00,0.00,0.00,0.00,5.00,1.00,5.00,0.00,7.00,1.00,0.00,147.90,5.00,0.00,3.00,14.00,138.00
2100.00,0,116.00,4.00,6.00,5.00,87.50,1.00,1.00,0.00,1.00,5.00,1.00,0.00,4.00,1.00,0.00,0.00,141.70,5.00,1.00,3.00,11.00,209.00
1730.00,0,44.00,9.00,6.00,4.00,106.57,1.00,2.00,0.00,1.00,6.00,0.00,8.00,4.00,5.00,1.00,0.00,163.20,5.00,1.00,3.00,13.00,178.00
1810.00,0,70.00,6.00,5.00,5.00,118.39,1.00,0.00,2.00,1.00,6.00,1.00,0.00,1.00,5.00,0.00,0.00,160.40,5.00,1.00,3.00,14.00,0.00
1830.00,0,92.00,6.00,6.00,5.00,106.84,1.00,0.00,0.00,1.00,6.00,2.00,8.00,1.00,9.00,0.00,0.00,163.30,5.00,1.00,3.00,14.00,0.00
6375.00,0,99.00,3.00,9.00,5.00,128.33,1.00,1.00,0.00,1.00,6.00,1.00,4.00,2.00,3.00,0.00,0.00,197.80,5.00,1.00,4.00,9.00,290.00
1985.00,0,49.00,5.00,7.00,4.00,73.01,0.00,2.00,0.00,1.00,6.00,2.00,7.00,3.00,4.00,0.00,0.00,192.20,5.00,1.00,3.00,14.00,500.00
2730.00,0,122.00,9.00,7.00,9.00,128.35,1.00,0.00,0.00,1.00,5.00,2.00,1.00,2.00,7.00,0.00,0.00,179.20,5.00,1.00,3.00,14.00,172.00
2595.00,0,113.00,5.00,6.00,2.00,172.70,1.00,0.00,0.00,1.00,5.00,2.00,0.00,1.00,0.00,1.00,0.00,183.90,5.00,0.00,3.00,14.00,30.00
1485.00,0,37.00,9.00,7.00,2.00,136.21,1.00,2.00,1.00,1.00,6.00,1.00,6.00,0.00,1.00,0.00,0.00,144.10,5.00,1.00,3.00,12.00,0.00
1370.00,0,99.00,4.00,7.00,3.00,42.60,0.00,1.00,0.00,1.00,6.00,2.00,10.00,0.00,4.00,1.00,0.00,165.40,5.00,1.00,2.00,16.00,0.00
2264.50,0,64.00,1.00,4.00,7.00,44.00,0.00,1.00,0.00,1.00,6.00,1.00,11.00,7.00,9.00,0.00,0.00,154.00,5.00,0.00,1.00,19.00,0.00
933.00,0,13.00,8.00,11.00,2.00,61.49,1.00,0.00,0.00,1.00,6.00,2.00,11.00,0.00,6.00,0.00,0.00,188.40,5.00,0.00,1.00,17.00,0.00
1920.00,0,195.00,3.00,7.00,5.00,86.42,1.00,1.00,0.00,1.00,5.00,2.00,50.00,1.00,4.00,1.00,0.00,163.80,5.00,2.00,3.00,14.00,0.00
4770.00,0,89.00,4.00,7.00,10.00,186.78,0.00,1.00,0.00,0.00,6.00,1.00,1.00,1.00,6.00,1.00,1.00,249.70,5.00,2.00,3.00,13.00,0.00
4856.25,0,81.00,1.00,6.00,7.00,31.00,0.00,0.00,0.00,0.00,6.00,2.00,22.00,2.00,4.00,0.00,0.00,210.80,5.00,2.00,3.00,13.00,0.00
2380.00,0,29.00,1.00,5.00,8.00,39.00,1.00,1.00,0.00,1.00,6.00,1.00,0.00,5.00,2.00,1.00,0.00,153.60,5.00,0.00,2.00,16.00,0.00
1800.00,0,77.00,3.00,8.00,2.00,200.00,1.00,0.00,2.00,1.00,5.00,1.00,39.00,0.00,2.00,0.00,0.00,220.70,5.00,1.00,3.00,15.00,287.00
1799.00,0,40.00,4.00,8.00,9.00,115.49,1.00,0.00,1.00,1.00,5.00,2.00,26.00,0.00,2.00,1.00,0.00,123.40,5.00,0.00,3.00,14.00,0.00
1680.00,0,105.00,4.00,4.00,9.00,76.55,1.00,3.00,0.00,1.00,5.00,2.00,26.00,0.00,0.00,1.00,0.00,164.20,5.00,1.00,3.00,13.00,0.00
2593.50,0,56.00,3.00,8.00,3.00,75.00,1.00,0.00,0.00,0.00,7.00,2.00,0.00,0.00,2.00,0.00,0.00,187.40,5.00,1.00,3.00,12.00,0.00
2940.00,0,89.00,9.00,7.00,2.00,86.39,1.00,1.00,0.00,0.00,6.00,2.00,4.00,2.00,6.00,0.00,0.00,143.20,5.00,1.00,3.00,14.00,206.00
1976.00,0,87.00,3.00,4.00,1.00,97.24,1.00,0.00,0.00,1.00,5.00,2.00,12.00,7.00,4.00,0.00,0.00,246.10,5.00,2.00,3.00,13.00,265.00
1365.00,0,34.00,4.00,6.00,9.00,86.00,1.00,1.00,0.00,0.00,6.00,1.00,7.00,0.00,1.00,1.00,0.00,169.40,5.00,1.00,3.00,13.00,0.00
1830.00,0,41.00,9.00,5.00,6.00,110.04,1.00,0.00,1.00,0.00,5.00,1.00,11.00,0.00,2.00,0.00,0.00,142.70,5.00,0.00,3.00,14.00,0.00
1440.00,0,31.00,8.00,6.00,10.00,117.44,1.00,0.00,0.00,1.00,5.00,2.00,7.00,0.00,0.00,1.00,0.00,152.40,5.00,0.00,2.00,16.00,180.00
1290.00,0,29.00,3.00,6.00,3.00,101.00,1.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,5.00,0.00,0.00,146.40,5.00,0.00,1.00,15.00,0.00
3750.00,0,74.00,6.00,9.00,9.00,119.49,1.00,2.00,0.00,1.00,5.00,2.00,11.00,0.00,3.00,0.00,0.00,172.80,5.00,1.00,3.00,13.00,0.00
2775.00,0,236.00,4.00,9.00,9.00,104.16,1.00,1.00,0.00,1.00,6.00,2.00,14.00,4.00,3.00,1.00,0.00,186.50,5.00,1.00,4.00,10.00,0.00
2670.00,0,92.00,3.00,8.00,9.00,35.21,1.00,0.00,0.00,1.00,5.00,2.00,50.00,0.00,1.00,0.00,0.00,158.90,5.00,1.00,4.00,9.00,72.00
3454.50,0,215.00,6.00,7.00,5.00,130.82,1.00,0.00,0.00,0.00,6.00,2.00,4.00,2.00,1.00,1.00,1.00,182.80,5.00,1.00,3.00,13.00,164.00
1673.00,0,85.00,7.00,5.00,9.00,109.67,0.00,1.00,0.00,1.00,7.00,1.00,35.00,0.00,0.00,0.00,0.00,158.70,5.00,1.00,3.00,13.00,302.00
1630.00,0,96.00,4.00,4.00,6.00,75.80,1.00,0.00,0.00,0.00,6.00,1.00,7.00,0.00,1.00,1.00,0.00,168.00,5.00,0.00,3.00,11.00,120.00
1190.00,0,40.00,4.00,6.00,10.00,82.55,0.00,1.00,0.00,0.00,6.00,2.00,5.00,8.00,4.00,0.00,0.00,120.00,5.00,0.00,1.00,17.00,0.00
1380.00,0,77.00,5.00,4.00,8.00,145.90,0.00,0.00,0.00,1.00,6.00,2.00,0.00,0.00,5.00,1.00,0.00,154.40,5.00,0.00,1.00,19.00,0.00
1350.00,0,137.00,6.00,3.00,10.00,81.72,0.00,0.00,0.00,1.00,6.00,2.00,0.00,3.00,0.00,0.00,0.00,147.00,5.00,0.00,2.00,14.00,0.00
1690.00,0,43.00,7.00,4.00,2.00,157.00,1.00,1.00,0.00,0.00,6.00,2.00,14.00,1.00,8.00,0.00,0.00,126.40,5.00,1.00,3.00,14.00,0.00
2790.00,0,58.00,5.00,6.00,8.00,259.73,1.00,0.00,0.00,0.00,5.00,2.00,12.00,0.00,1.00,0.00,0.00,189.80,5.00,2.00,3.00,15.00,0.00
2940.00,0,89.00,1.00,6.00,3.00,53.00,1.00,1.00,0.00,0.00,5.00,1.00,8.00,0.00,3.00,0.00,0.00,143.00,5.00,1.00,3.00,11.00,0.00
3225.00,0,64.00,4.00,9.00,1.00,83.00,1.00,4.00,0.00,0.00,6.00,1.00,8.00,0.00,2.00,1.00,0.00,156.60,5.00,0.00,3.00,12.00,36.00
1675.00,0,45.00,5.00,4.00,10.00,97.35,1.00,0.00,0.00,0.00,5.00,2.00,12.00,0.00,7.00,0.00,0.00,139.40,5.00,0.00,3.00,14.00,0.00
3138.00,0,66.00,9.00,7.00,6.00,89.01,1.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,4.00,0.00,0.00,186.10,5.00,1.00,4.00,12.00,156.00
930.00,0,15.00,9.00,11.00,3.00,57.00,1.00,0.00,0.00,1.00,5.00,2.00,13.00,0.00,3.00,1.00,0.00,138.70,5.00,0.00,2.00,15.00,0.00
1910.00,0,43.00,7.00,6.00,1.00,73.00,1.00,2.00,1.00,0.00,5.00,1.00,11.00,4.00,0.00,0.00,0.00,163.60,5.00,1.00,3.00,13.00,0.00
2527.50,0,79.00,6.00,7.00,2.00,78.40,1.00,0.00,0.00,0.00,5.00,1.00,12.00,3.00,1.00,0.00,0.00,154.70,5.00,0.00,3.00,13.00,0.00
2010.00,0,54.00,3.00,6.00,5.00,94.25,1.00,0.00,0.00,0.00,6.00,2.00,0.00,1.00,3.00,0.00,0.00,146.60,5.00,0.00,4.00,11.00,0.00
5550.00,0,142.00,4.00,9.00,2.00,117.50,1.00,1.00,0.00,1.00,5.00,1.00,14.00,6.00,6.00,1.00,0.00,202.00,5.00,1.00,4.00,10.00,450.00
1630.00,0,73.00,6.00,4.00,2.00,112.27,0.00,0.00,0.00,0.00,5.00,2.00,7.00,0.00,2.00,0.00,0.00,144.00,5.00,2.00,3.00,13.00,0.00
3750.00,0,76.00,3.00,8.00,8.00,194.22,1.00,1.00,0.00,0.00,6.00,1.00,2.00,2.00,1.00,0.00,0.00,250.30,5.00,1.00,3.00,15.00,272.00
1315.00,0,27.00,6.00,3.00,8.00,120.50,1.00,0.00,1.00,1.00,5.00,2.00,12.00,0.00,4.00,0.00,0.00,179.50,5.00,0.00,2.00,15.00,335.00
1285.00,0,39.00,5.00,5.00,2.00,65.30,1.00,0.00,1.00,1.00,5.00,2.00,16.00,0.00,3.00,0.00,0.00,161.20,5.00,0.00,2.00,15.00,0.00
5591.25,0,63.00,1.00,8.00,2.00,48.00,1.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,5.00,0.00,0.00,206.10,5.00,1.00,3.00,13.00,286.00
1670.00,0,72.00,3.00,5.00,4.00,94.37,1.00,1.00,0.00,1.00,5.00,2.00,8.00,6.00,4.00,0.00,0.00,148.60,5.00,0.00,3.00,12.00,0.00
1870.00,0,43.00,9.00,6.00,9.00,97.00,1.00,2.00,0.00,1.00,6.00,1.00,9.00,1.00,2.00,0.00,0.00,185.50,5.00,1.00,3.00,12.00,360.00
1610.00,0,48.00,8.00,6.00,7.00,96.00,1.00,3.00,0.00,1.00,5.00,1.00,4.00,0.00,2.00,0.00,0.00,137.80,5.00,1.00,3.00,13.00,0.00
2850.00,0,75.00,3.00,8.00,2.00,94.00,0.00,2.00,0.00,1.00,6.00,1.00,1.00,3.00,1.00,0.00,0.00,226.80,5.00,0.00,3.00,15.00,0.00
799.00,0,15.00,8.00,11.00,7.00,57.86,1.00,1.00,0.00,1.00,6.00,1.00,43.00,1.00,6.00,1.00,0.00,119.80,5.00,0.00,1.00,19.00,0.00
1850.00,0,47.00,8.00,4.00,7.00,100.40,0.00,1.00,0.00,0.00,5.00,1.00,22.00,0.00,4.00,0.00,0.00,144.00,5.00,0.00,2.00,15.00,0.00
1255.00,0,29.00,2.00,4.00,2.00,182.47,1.00,0.00,0.00,1.00,7.00,2.00,0.00,0.00,4.00,0.00,0.00,115.40,5.00,0.00,2.00,14.00,0.00
1880.00,1,118.00,4.00,7.00,5.00,86.00,1.00,2.00,1.00,0.00,6.00,2.00,8.00,0.00,2.00,1.00,0.00,165.80,6.00,1.00,3.00,11.00,0.00
4665.00,1,106.00,3.00,10.00,8.00,110.00,1.00,3.00,0.00,0.00,6.00,2.00,7.00,0.00,3.00,0.00,0.00,263.30,6.00,2.00,4.00,10.00,705.00
4550.00,1,122.00,3.00,10.00,9.00,134.70,1.00,0.00,0.00,1.00,6.00,1.00,1.00,0.00,1.00,0.00,0.00,204.20,6.00,1.00,4.00,10.00,250.00
1479.00,1,43.00,3.00,5.00,5.00,72.18,1.00,2.00,1.00,1.00,5.00,1.00,0.00,5.00,0.00,1.00,1.00,222.80,6.00,0.00,3.00,14.00,0.00
1865.00,1,49.00,2.00,7.00,6.00,104.61,1.00,0.00,0.00,1.00,6.00,2.00,13.00,7.00,3.00,0.00,0.00,179.20,6.00,1.00,3.00,14.00,318.00
1740.00,1,72.00,3.00,6.00,1.00,127.89,1.00,0.00,0.00,1.00,5.00,2.00,16.00,0.00,0.00,0.00,0.00,148.40,6.00,1.00,3.00,12.00,0.00
3368.75,1,75.00,1.00,8.00,7.00,53.00,1.00,0.00,0.00,1.00,6.00,2.00,7.00,8.00,8.00,0.00,0.00,166.30,6.00,0.00,3.00,15.00,95.00
1363.00,1,106.00,4.00,5.00,3.00,115.00,1.00,0.00,0.00,1.00,6.00,1.00,4.00,0.00,1.00,1.00,0.00,177.50,6.00,0.00,3.00,13.00,0.00
1465.00,1,45.00,9.00,5.00,3.00,103.20,1.00,2.00,0.00,1.00,5.00,2.00,0.00,1.00,6.00,0.00,0.00,152.10,6.00,0.00,4.00,10.00,0.00
4210.50,1,82.00,4.00,8.00,5.00,114.16,1.00,1.00,0.00,1.00,6.00,1.00,0.00,0.00,7.00,1.00,0.00,172.00,6.00,1.00,4.00,11.00,364.00
1360.00,1,74.00,3.00,5.00,3.00,108.73,1.00,0.00,0.00,1.00,6.00,2.00,0.00,0.00,4.00,0.00,0.00,183.20,6.00,0.00,1.00,16.00,72.00
4065.00,1,94.00,4.00,9.00,5.00,110.33,1.00,3.00,0.00,1.00,6.00,1.00,0.00,0.00,2.00,0.00,0.00,168.00,6.00,1.00,4.00,10.00,242.00
1789.00,1,55.00,2.00,6.00,10.00,72.00,1.00,1.00,0.00,0.00,6.00,1.00,11.00,0.00,5.00,1.00,0.00,187.70,6.00,1.00,3.00,15.00,0.00
3112.50,1,91.00,8.00,7.00,8.00,106.40,1.00,0.00,0.00,1.00,6.00,1.00,2.00,0.00,0.00,1.00,0.00,279.20,6.00,2.00,3.00,11.00,0.00
2565.00,1,67.00,6.00,8.00,5.00,91.75,1.00,1.00,0.00,1.00,6.00,2.00,12.00,0.00,10.00,1.00,1.00,203.40,6.00,0.00,3.00,15.00,573.00
2745.00,1,57.00,3.00,7.00,2.00,106.35,1.00,3.00,0.00,1.00,6.00,1.00,13.00,0.00,9.00,0.00,0.00,166.80,6.00,1.00,3.00,11.00,171.00
3127.50,1,124.00,3.00,5.00,2.00,109.00,1.00,0.00,0.00,1.00,5.00,2.00,13.00,0.00,0.00,0.00,0.00,264.00,6.00,1.00,3.00,14.00,256.00
1220.00,1,44.00,3.00,9.00,7.00,51.50,1.00,0.00,0.00,0.00,6.00,1.00,9.00,0.00,9.00,1.00,0.00,235.80,6.00,0.00,1.00,17.00,0.00
945.00,1,14.00,3.00,11.00,3.00,80.27,1.00,6.00,2.00,1.00,6.00,1.00,6.00,1.00,2.00,1.00,0.00,170.10,6.00,0.00,1.00,15.00,0.00
3327.00,1,85.00,4.00,7.00,5.00,78.76,1.00,2.00,0.00,1.00,5.00,2.00,34.00,8.00,2.00,1.00,0.00,278.70,6.00,2.00,5.00,8.00,23.00
1299.00,1,39.00,2.00,5.00,7.00,61.20,1.00,0.00,0.00,1.00,6.00,2.00,36.00,0.00,5.00,0.00,0.00,177.40,6.00,2.00,3.00,13.00,0.00
1760.00,1,42.00,5.00,5.00,6.00,83.29,1.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,2.00,1.00,1.00,145.60,6.00,0.00,3.00,12.00,0.00
1490.00,1,39.00,9.00,5.00,4.00,63.76,1.00,2.00,0.00,1.00,5.00,2.00,6.00,0.00,2.00,1.00,1.00,193.00,6.00,0.00,2.00,17.00,0.00
2482.50,1,165.00,8.00,8.00,1.00,89.55,1.00,1.00,0.00,0.00,5.00,2.00,1.00,6.00,6.00,1.00,1.00,206.00,6.00,1.00,3.00,14.00,298.00
1390.00,1,35.00,2.00,7.00,2.00,92.00,1.00,1.00,0.00,1.00,6.00,2.00,1.00,0.00,2.00,1.00,0.00,182.40,6.00,0.00,1.00,18.00,0.00
3300.00,1,60.00,8.00,8.00,3.00,111.00,1.00,0.00,1.00,1.00,6.00,2.00,6.00,0.00,6.00,0.00,0.00,264.00,6.00,1.00,5.00,7.00,0.00
1880.00,1,100.00,5.00,6.00,9.00,80.24,1.00,4.00,0.00,0.00,6.00,1.00,0.00,0.00,2.00,1.00,1.00,172.40,6.00,0.00,3.00,12.00,0.00
3330.00,1,269.00,8.00,7.00,5.00,114.55,1.00,5.00,0.00,1.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,278.70,6.00,2.00,5.00,9.00,23.00
3900.00,1,68.00,7.00,10.00,5.00,113.50,1.00,0.00,0.00,1.00,6.00,2.00,7.00,0.00,1.00,0.00,0.00,215.30,6.00,2.00,4.00,11.00,204.00
2092.00,1,53.00,9.00,8.00,10.00,88.40,1.00,1.00,0.00,0.00,6.00,1.00,0.00,2.00,6.00,0.00,0.00,134.40,6.00,0.00,5.00,8.00,200.00
2018.00,1,65.00,7.00,5.00,7.00,137.00,1.00,1.00,0.00,1.00,6.00,2.00,37.00,2.00,0.00,1.00,1.00,182.00,6.00,2.00,3.00,11.00,288.00
1074.00,1,15.00,2.00,11.00,1.00,53.90,0.00,1.00,0.00,1.00,6.00,2.00,15.00,0.00,1.00,0.00,0.00,160.50,6.00,0.00,2.00,15.00,0.00
3489.00,1,90.00,2.00,7.00,10.00,134.68,1.00,2.00,0.00,0.00,6.00,1.00,3.00,0.00,12.00,0.00,0.00,181.80,6.00,1.00,4.00,9.00,246.00
1439.00,1,30.00,6.00,4.00,8.00,134.73,1.00,3.00,0.00,1.00,6.00,1.00,14.00,0.00,3.00,0.00,0.00,169.60,6.00,1.00,2.00,15.00,0.00
2110.00,1,63.00,9.00,7.00,10.00,76.75,1.00,1.00,0.00,1.00,5.00,1.00,8.00,4.00,4.00,1.00,0.00,194.80,6.00,1.00,3.00,11.00,16.00
1400.00,1,32.00,5.00,5.00,2.00,213.31,1.00,1.00,0.00,1.00,6.00,2.00,15.00,0.00,2.00,1.00,1.00,181.20,6.00,1.00,3.00,12.00,0.00
5915.00,1,127.00,6.00,7.00,9.00,520.74,1.00,0.00,0.00,1.00,6.00,2.00,0.00,1.00,1.00,0.00,0.00,233.80,6.00,2.00,4.00,10.00,710.00
2595.00,1,75.00,3.00,9.00,3.00,112.92,1.00,2.00,0.00,0.00,6.00,2.00,35.00,0.00,1.00,1.00,0.00,212.20,6.00,1.00,3.00,14.00,132.00
5095.50,1,208.00,2.00,8.00,8.00,123.78,0.00,1.00,0.00,1.00,5.00,1.00,29.00,0.00,4.00,1.00,0.00,176.60,6.00,2.00,4.00,8.00,402.00
1350.00,1,70.00,3.00,4.00,3.00,80.67,1.00,1.00,0.00,0.00,6.00,2.00,33.00,0.00,1.00,1.00,0.00,160.40,6.00,0.00,3.00,13.00,0.00
3165.00,1,114.00,5.00,10.00,2.00,138.91,1.00,0.00,0.00,1.00,5.00,2.00,47.00,2.00,7.00,1.00,1.00,200.40,6.00,1.00,4.00,9.00,0.00
1365.00,1,34.00,2.00,4.00,1.00,106.78,1.00,0.00,0.00,0.00,5.00,1.00,4.00,0.00,1.00,1.00,1.00,176.80,6.00,0.00,1.00,16.00,0.00
3330.00,1,269.00,13.00,8.00,2.00,129.78,1.00,4.00,1.00,1.00,5.00,1.00,0.00,0.00,4.00,1.00,0.00,176.00,6.00,1.00,3.00,12.00,418.00
1600.00,1,77.00,5.00,5.00,7.00,76.94,1.00,1.00,0.00,1.00,6.00,2.00,22.00,0.00,9.00,1.00,1.00,198.40,6.00,0.00,2.00,15.00,0.00
3330.00,1,170.00,8.00,8.00,4.00,82.39,1.00,0.00,0.00,1.00,7.00,2.00,13.00,0.00,2.00,1.00,1.00,278.70,6.00,2.00,5.00,5.00,23.00
4875.00,1,214.00,6.00,7.00,2.00,157.62,1.00,3.00,0.00,0.00,6.00,1.00,6.00,0.00,1.00,0.00,0.00,220.00,6.00,1.00,4.00,10.00,470.00
1890.00,1,129.00,6.00,7.00,1.00,121.18,1.00,0.00,1.00,1.00,5.00,1.00,5.00,0.00,3.00,1.00,0.00,184.50,6.00,1.00,3.00,13.00,0.00
1188.00,1,41.00,7.00,5.00,5.00,76.18,1.00,2.00,0.00,1.00,6.00,1.00,8.00,5.00,6.00,1.00,0.00,153.50,6.00,0.00,3.00,13.00,0.00
3900.00,1,156.00,6.00,7.00,10.00,95.16,1.00,2.00,0.00,1.00,5.00,1.00,0.00,0.00,1.00,1.00,1.00,172.60,6.00,1.00,4.00,12.00,205.00
3097.50,1,107.00,7.00,8.00,10.00,86.40,1.00,0.00,0.00,1.00,5.00,2.00,8.00,1.00,2.00,0.00,0.00,179.20,6.00,0.00,3.00,14.00,0.00
1675.00,1,74.00,5.00,7.00,4.00,115.14,1.00,0.00,0.00,1.00,6.00,1.00,13.00,0.00,0.00,0.00,0.00,201.90,6.00,0.00,3.00,14.00,0.00
5100.00,1,155.00,7.00,10.00,3.00,132.50,1.00,2.00,0.00,1.00,5.00,2.00,30.00,7.00,0.00,0.00,0.00,269.00,6.00,1.00,4.00,9.00,0.00
2548.50,1,168.00,6.00,5.00,2.00,86.51,1.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,2.00,1.00,1.00,196.00,6.00,2.00,3.00,13.00,0.00
1840.00,1,116.00,4.00,7.00,1.00,109.28,1.00,1.00,0.00,1.00,6.00,1.00,7.00,0.00,0.00,1.00,1.00,145.60,6.00,1.00,3.00,15.00,0.00
3502.50,1,68.00,4.00,8.00,6.00,110.25,1.00,3.00,0.00,1.00,5.00,2.00,7.00,0.00,4.00,0.00,0.00,204.60,6.00,1.00,4.00,11.00,292.00
1795.00,1,42.00,9.00,6.00,10.00,92.00,1.00,4.00,0.00,1.00,6.00,2.00,27.00,0.00,2.00,0.00,0.00,219.20,6.00,1.00,2.00,16.00,0.00
1730.00,1,145.00,7.00,4.00,2.00,156.63,1.00,3.00,0.00,1.00,5.00,1.00,0.00,0.00,6.00,0.00,0.00,167.50,6.00,2.00,2.00,16.00,90.00
2610.00,1,71.00,6.00,9.00,2.00,89.05,1.00,4.00,1.00,0.00,6.00,1.00,26.00,0.00,4.00,0.00,0.00,203.50,6.00,1.00,3.00,15.00,180.00
3352.50,1,87.00,7.00,9.00,2.00,108.03,1.00,1.00,0.00,1.00,6.00,2.00,3.00,4.00,2.00,0.00,0.00,179.50,6.00,1.00,4.00,9.00,121.00
4792.50,1,131.00,6.00,7.00,2.00,215.88,1.00,1.00,0.00,1.00,5.00,1.00,13.00,0.00,6.00,1.00,0.00,252.20,6.00,1.00,3.00,14.00,0.00
1789.00,1,64.00,5.00,7.00,10.00,98.37,1.00,0.00,0.00,1.00,5.00,1.00,52.00,0.00,3.00,0.00,0.00,148.40,6.00,1.00,3.00,13.00,0.00
1900.00,1,174.00,3.00,8.00,3.00,97.86,1.00,1.00,0.00,0.00,6.00,2.00,3.00,6.00,4.00,1.00,1.00,192.30,6.00,1.00,3.00,12.00,0.00
5175.00,1,312.00,6.00,10.00,3.00,464.89,1.00,1.00,0.00,0.00,5.00,1.00,0.00,8.00,3.00,1.00,0.00,244.80,6.00,1.00,4.00,10.00,528.00
1360.00,1,40.00,7.00,6.00,1.00,83.00,1.00,1.00,0.00,1.00,5.00,1.00,21.00,3.00,0.00,1.00,1.00,179.20,6.00,0.00,1.00,15.00,0.00
1655.00,1,106.00,4.00,7.00,6.00,105.00,1.00,4.00,0.00,0.00,6.00,1.00,0.00,7.00,2.00,1.00,1.00,166.10,6.00,1.00,2.00,17.00,0.00
1120.00,1,96.00,2.00,7.00,1.00,87.30,1.00,0.00,0.00,1.00,5.00,1.00,11.00,3.00,8.00,1.00,0.00,190.20,6.00,0.00,3.00,13.00,0.00
2640.00,1,94.00,7.00,7.00,10.00,82.58,1.00,0.00,0.00,1.00,5.00,2.00,37.00,0.00,1.00,0.00,0.00,176.80,6.00,0.00,3.00,14.00,252.00
1685.00,1,51.00,6.00,6.00,1.00,101.00,1.00,1.00,0.00,1.00,6.00,2.00,8.00,0.00,2.00,0.00,0.00,206.10,6.00,1.00,3.00,12.00,252.00
1930.00,1,104.00,5.00,7.00,2.00,110.28,1.00,2.00,0.00,1.00,6.00,1.00,2.00,0.00,5.00,0.00,0.00,181.20,6.00,0.00,3.00,14.00,0.00
4042.50,1,73.00,9.00,10.00,4.00,133.86,1.00,2.00,0.00,1.00,5.00,1.00,5.00,0.00,8.00,0.00,0.00,169.80,6.00,1.00,4.00,10.00,340.00
3325.00,1,40.00,1.00,8.00,8.00,49.00,1.00,0.00,0.00,1.00,5.00,2.00,0.00,7.00,0.00,0.00,0.00,196.90,6.00,1.00,3.00,11.00,0.00
3090.00,1,212.00,4.00,9.00,1.00,120.52,1.00,1.00,0.00,1.00,6.00,1.00,0.00,8.00,1.00,0.00,0.00,194.70,6.00,1.00,3.00,14.00,0.00
3862.50,1,104.00,3.00,8.00,9.00,120.17,1.00,1.00,1.00,1.00,6.00,2.00,3.00,0.00,8.00,1.00,0.00,188.00,6.00,1.00,4.00,10.00,0.00
1920.00,1,148.00,4.00,7.00,2.00,87.65,1.00,0.00,0.00,1.00,6.00,1.00,0.00,4.00,3.00,0.00,0.00,148.90,6.00,1.00,3.00,13.00,0.00
